011003,00000000110037,00,0003350,00,000,0,000,000,00000000,0,0,0,CHOCLO S E 1 UN ESPIGA     ,
011006,00000000110068,00,0027150,00,000,0,000,000,00000000,0,0,0,COLIFLOR S E 1 KG SUPER    ,
011007,00000000110075,00,0020250,00,000,0,000,000,00000000,0,0,0,LECHUGA S E 1 KG REPOLLADA ,
011208,00000000112086,00,0030000,00,000,0,000,000,00000000,0,0,0,BANANA ECUATORIANA         ,
011209,00000000112093,00,0032850,00,000,0,000,000,00000000,0,0,0,UVA S E 1 KG BLANCA BRASIL ,
011210,00000000112109,00,0005700,00,000,0,000,000,00000000,0,0,0,NARANJA OMBLIGO KG         ,
011214,00000000112147,00,0022850,00,000,0,000,000,00000000,0,0,0,LIMON S E 1 KG SUTIL       ,
011215,00000000112154,00,0021450,00,000,0,000,000,00000000,0,0,0,LIMON S E 1 KG REAL        ,
011216,00000000112161,00,0009850,00,000,0,000,000,00000000,0,0,0,MELON S E 1 KG NACIONAL    ,
011217,00000000112178,00,0009850,00,000,0,000,000,00000000,0,0,0,MELON S E 1 KG JAPONESA    ,
011218,00000000112185,00,0024300,00,000,0,000,000,00000000,0,0,0,MELON S E 1 KG DELICIA     ,
011223,00000000112239,00,0024650,00,000,0,000,000,00000000,0,0,0,CIRUELA S E 1 KG ARGENTINA ,
011224,00000000112246,00,0017100,00,000,0,000,000,00000000,0,0,0,DURAZNO NACIONAL S E 1 KG  ,
011226,00000000112260,00,0024650,00,000,0,000,000,00000000,0,0,0,DURAZNO S E 1 KG ARGENTINA ,
011227,00000000112277,00,0025700,00,000,0,000,000,00000000,0,0,0,PELON S E 1 KG ARGENTINA   ,
011228,00000000112284,00,0025700,00,000,0,000,000,00000000,0,0,0,PELON S E 1 KG             ,
011229,00000000112291,00,0121450,00,000,0,000,000,00000000,0,0,0,CEREZA S E X KG            ,
011230,00000000112307,00,0100000,00,000,0,000,000,00000000,0,0,0,NISPERO S E 1 KG           ,
011231,00000000112314,00,0048100,00,000,0,000,000,00000000,0,0,0,FRUTILLA S E NACIONAL X KG ,
011232,00000000112321,00,0057150,00,000,0,000,000,00000000,0,0,0,KAKI BRASILERO S E 1 KG    ,
011233,00000000112338,00,0142850,00,000,0,000,000,00000000,0,0,0,QUINOTO S E 1 KG           ,
011234,00000000112345,00,0064300,00,000,0,000,000,00000000,0,0,0,CIRIMOYA S E 1 KG          ,
011235,00000000112352,00,0178550,00,000,0,000,000,00000000,0,0,0,HIGO S E 1 KG              ,
011238,00000000112383,00,0037750,00,000,0,000,000,00000000,0,0,0,UVA EN BANDEJA BJA 1 KG NEG,
011240,00000000112406,00,0011950,00,000,0,000,000,00000000,0,0,0,PERA DE AGUA EXTRA EN BANDE,
011247,00000000112475,00,0036750,00,000,0,000,000,00000000,0,0,0,UVA EN BANDEJA BJA 1 KG BLA,
011254,00000000112543,00,0008700,00,000,0,000,000,00000000,0,0,0,LIMON EN BANDEJA BJA 1 KG T,
011263,00000000112635,00,0011000,00,000,0,000,000,00000000,0,0,0,MANDARINA EN BANDEJA BJA 1 ,
011265,00000000112659,00,0028300,00,000,0,000,000,00000000,0,0,0,CIRUELA ARGENTINA BJA 1 KG ,
011269,00000000112697,00,0030800,00,000,0,000,000,00000000,0,0,0,PELON EN BANDEJA BJA 1 KG A,
011272,00000000112727,00,0011300,00,000,0,000,000,00000000,0,0,0,MELON EN MALLA MLL 1 KG    ,
011284,00000000112840,00,0054300,00,000,0,000,000,00000000,0,0,0,LOCOTE S E 1 KG BLANCO     ,
011294,00000000112949,00,0030000,00,000,0,000,000,00000000,0,0,0,AJI S E 1 KG ROJO          ,
011337,00000000113373,00,0082850,00,000,0,000,000,00000000,0,0,0,ENDIVIA S E X KILO         ,
